SampleID,PlayerStd,SeasonEndYear,TeamAtSeasonStart,InitMarketValue,FinalMarketValue,AgeAtSeasonStart,InjuryDays,GamesMissed,InjuryCount,TeamStartElo,SeqLen,MinutesTotal,League,Split
Cristian Romero_2021,Cristian Romero,2021,Atalanta,14000000.0,30000000.0,22.0,11,2,2,1825.87,31,2545,Serie A,train
Cristian Romero_2022,Cristian Romero,2022,Tottenham,35000000.0,48000000.0,23.0,129,28,5,1831.75,20,1664,Premier League,train
Cristian Romero_2023,Cristian Romero,2023,Tottenham,55000000.0,60000000.0,24.0,39,9,2,1866.62,26,2274,Premier League,train
Cristian Romero_2024,Cristian Romero,2024,Tottenham,65000000.0,60000000.0,25.0,20,3,1,1815.89,29,2430,Premier League,val
Cristian Romero_2025,Cristian Romero,2025,Tottenham,65000000.0,50000000.0,26.0,107,27,3,1790.56,17,1326,Premier League,test
Cristian Tello_2021,Cristian Tello,2021,Betis,5000000.0,7500000.0,29.0,17,4,2,1668.33,29,1283,La Liga,train
Cristian Tello_2022,Cristian Tello,2022,Betis,6000000.0,5000000.0,30.0,0,0,0,1739.02,23,819,La Liga,train
Cristian Volpato_2022,Cristian Volpato,2022,Roma,900000.0,900000.0,18.0,0,0,0,1719.95,3,38,Serie A,train
Cristian Volpato_2023,Cristian Volpato,2023,Roma,3000000.0,3000000.0,18.0,0,0,0,1732.04,7,227,Serie A,train
Cristian Volpato_2024,Cristian Volpato,2024,Sassuolo,5000000.0,4500000.0,19.0,9,2,1,1649.59,22,645,Serie A,val
Cristiano Biraghi_2021,Cristiano Biraghi,2021,Fiorentina,9500000.0,9000000.0,27.0,12,2,1,1642.16,35,2803,Serie A,train
Cristiano Biraghi_2022,Cristiano Biraghi,2022,Fiorentina,10000000.0,10000000.0,29.0,12,2,1,1628.54,37,3153,Serie A,train
Cristiano Biraghi_2023,Cristiano Biraghi,2023,Fiorentina,6500000.0,5000000.0,30.0,7,1,1,1654.36,33,2551,Serie A,train
Cristiano Biraghi_2024,Cristiano Biraghi,2024,Fiorentina,4000000.0,3500000.0,31.0,25,5,3,1749.24,29,2356,Serie A,val
Cristiano Biraghi_2025,Cristiano Biraghi,2025,Fiorentina,2000000.0,1800000.0,32.0,5,1,1,1776.37,46,3182,Serie A,test
Cristiano Piccini_2021,Cristiano Piccini,2021,Atalanta,4000000.0,2200000.0,28.0,22,3,1,1802.25,8,252,Serie A,train
Cristiano Piccini_2022,Cristiano Piccini,2022,Valencia,1500000.0,1200000.0,29.0,0,0,0,1706.57,6,322,La Liga,train
Cristiano Ronaldo_2021,Cristiano Ronaldo,2021,Juventus,60000000.0,45000000.0,35.0,23,6,2,1837.94,33,2802,Serie A,train
Cristiano Ronaldo_2022,Cristiano Ronaldo,2022,Juventus,35000000.0,30000000.0,36.0,23,5,4,1849.13,58,4614,Serie A,train
Cristiano Ronaldo_2023,Cristiano Ronaldo,2023,Manchester Utd,20000000.0,15000000.0,37.0,10,3,1,1810.7,9,454,Premier League,train
Cristian Zapata_2021,Cristian Zapata,2021,Genoa,1500000.0,400000.0,33.0,94,16,2,1550.65,12,968,Serie A,train
Cristo_2022,Cristo,2022,Real Sociedad,1500000.0,1500000.0,24.0,17,3,1,1766.13,1,17,La Liga,train
Crysencio Summerville_2022,Crysencio Summerville,2022,Leeds United,2000000.0,2000000.0,20.0,69,9,1,1762.73,5,106,Premier League,train
Crysencio Summerville_2023,Crysencio Summerville,2023,Leeds United,3000000.0,15000000.0,20.0,18,4,1,1703.28,27,1405,Premier League,train
Crysencio Summerville_2025,Crysencio Summerville,2025,West Ham,22000000.0,22000000.0,22.0,247,24,1,1726.24,18,703,Premier League,test
Curtis Jones_2021,Curtis Jones,2021,Liverpool,5000000.0,30000000.0,19.0,0,0,0,1991.63,22,1098,Premier League,train
Curtis Jones_2022,Curtis Jones,2022,Liverpool,30000000.0,28000000.0,20.0,62,16,1,1952.08,15,851,Premier League,train
Curtis Jones_2023,Curtis Jones,2023,Liverpool,25000000.0,22000000.0,21.0,43,9,1,1988.67,18,1035,Premier League,train
Curtis Jones_2024,Curtis Jones,2024,Liverpool,25000000.0,35000000.0,22.0,84,15,3,1946.92,22,1077,Premier League,val
Curtis Jones_2025,Curtis Jones,2025,Liverpool,45000000.0,45000000.0,23.0,30,5,2,1908.05,31,1618,Premier League,test
Cyle Larin_2023,Cyle Larin,2023,Valladolid,7500000.0,8000000.0,27.0,0,0,0,1602.3,19,1469,La Liga,train
Cyle Larin_2024,Cyle Larin,2024,Mallorca,5000000.0,4000000.0,28.0,0,0,0,1649.57,35,1823,La Liga,val
Cyle Larin_2025,Cyle Larin,2025,Mallorca,3500000.0,3500000.0,29.0,0,0,0,1642.41,32,1764,La Liga,test
Cyriel Dessers_2023,Cyriel Dessers,2023,Cremonese,6000000.0,5000000.0,27.0,78,13,4,1478.55,26,1587,Serie A,train
Cyril Ngonge_2023,Cyril Ngonge,2023,Hellas Verona,1300000.0,2000000.0,22.0,27,5,1,1557.8,15,820,Serie A,train
Cyril Ngonge_2024,Cyril Ngonge,2024,Hellas Verona,6000000.0,12000000.0,23.0,24,5,2,1608.23,64,3492,Serie A,val
Cyril Ngonge_2025,Cyril Ngonge,2025,Napoli,12000000.0,8000000.0,24.0,0,0,0,1778.85,18,216,Serie A,test
Cyrille Bayala_2023,Cyrille Bayala,2023,Ajaccio,1000000.0,900000.0,26.0,0,0,0,1498.0,33,2009,Ligue 1,train
Cedric Avinel_2023,Cedric Avinel,2023,Ajaccio,300000.0,250000.0,36.0,0,0,0,1498.0,24,1794,Ligue 1,train
Cedric Bakambu_2022,Cedric Bakambu,2022,Marseille,12000000.0,8000000.0,30.0,6,1,1,1689.08,11,334,Ligue 1,train
Cedric Bakambu_2023,Cedric Bakambu,2023,Marseille,5000000.0,5000000.0,31.0,0,0,0,1718.43,3,59,Ligue 1,train
Cedric Bakambu_2024,Cedric Bakambu,2024,Betis,3400000.0,2500000.0,32.0,141,14,1,1736.4,4,194,La Liga,val
Cedric Bakambu_2025,Cedric Bakambu,2025,Betis,1800000.0,1500000.0,33.0,0,0,0,1714.65,26,710,La Liga,test
Cedric Brunner_2023,Cedric Brunner,2023,Schalke 04,2500000.0,1800000.0,28.0,59,7,4,1578.8,26,2135,Bundesliga,train
Cedric Hountondji_2022,Cedric Hountondji,2022,Clermont Foot,1800000.0,3000000.0,27.0,135,23,2,1507.38,21,1890,Ligue 1,train
Cedric Hountondji_2023,Cedric Hountondji,2023,Angers,3000000.0,2000000.0,28.0,0,0,0,1544.96,36,3095,Ligue 1,train
Cedric Hountondji_2025,Cedric Hountondji,2025,Angers,1500000.0,1200000.0,30.0,146,20,2,1477.82,3,270,Ligue 1,test
Cedric Kipre_2025,Cedric Kipre,2025,Reims,3000000.0,3000000.0,28.0,0,0,0,1636.88,26,2010,Ligue 1,test
Cedric Soares_2021,Cedric Soares,2021,Arsenal,7000000.0,6000000.0,29.0,32,6,1,1785.37,9,656,Premier League,train
Cedric Soares_2022,Cedric Soares,2022,Arsenal,5000000.0,6000000.0,30.0,0,0,0,1849.23,20,1434,Premier League,train
Cedric Soares_2023,Cedric Soares,2023,Arsenal,4000000.0,3000000.0,31.0,0,0,0,1907.52,16,454,Premier League,train
Cedric Soares_2024,Cedric Soares,2024,Arsenal,2000000.0,2000000.0,32.0,0,0,0,1920.36,3,62,Premier League,val
Cesar Azpilicueta_2021,Cesar Azpilicueta,2021,Chelsea,20000000.0,13000000.0,31.0,0,0,0,1818.56,25,2098,Premier League,train
Cesar Azpilicueta_2022,Cesar Azpilicueta,2022,Chelsea,11000000.0,9000000.0,32.0,18,6,3,1923.2,27,2070,Premier League,train
Cesar Azpilicueta_2023,Cesar Azpilicueta,2023,Chelsea,8000000.0,5000000.0,33.0,21,4,1,1899.04,23,1392,Premier League,train
Cesar Azpilicueta_2024,Cesar Azpilicueta,2024,Atlético Madrid,4000000.0,2000000.0,34.0,52,13,1,1846.32,25,1423,La Liga,val
Cesar Azpilicueta_2025,Cesar Azpilicueta,2025,Atlético Madrid,1800000.0,1500000.0,35.0,46,11,1,1828.52,15,875,La Liga,test
Cesar Montes_2023,Cesar Montes,2023,Espanyol,7000000.0,8000000.0,25.0,16,2,1,1617.48,20,1590,La Liga,train
Cesar Montes_2024,Cesar Montes,2024,Almería,6000000.0,3000000.0,26.0,0,0,0,1591.94,21,1788,La Liga,val
Cesar Tarrega_2024,Cesar Tarrega,2024,Valencia,150000.0,1500000.0,21.0,0,0,0,1656.63,1,8,La Liga,val
Cesar Tarrega_2025,Cesar Tarrega,2025,Valencia,4000000.0,10000000.0,22.0,0,0,0,1663.42,34,3026,La Liga,test
Cesar De La Hoz_2023,Cesar De La Hoz,2023,Almería,1200000.0,1200000.0,30.0,0,0,0,1628.21,25,1673,La Liga,train
Daam Foulon_2021,Daam Foulon,2021,Benevento,900000.0,1000000.0,21.0,73,13,2,1548.81,23,1021,Serie A,train
Daan Dierckx_2021,Daan Dierckx,2021,Parma,500000.0,1000000.0,18.0,0,0,0,1548.74,7,471,Serie A,train
Daan Heymans_2022,Daan Heymans,2022,Venezia,1000000.0,1200000.0,22.0,0,0,0,1494.07,7,256,Serie A,train
Daichi Kamada_2021,Daichi Kamada,2021,Eint Frankfurt,12000000.0,25000000.0,23.0,8,1,1,1705.24,28,2022,Bundesliga,train
Daichi Kamada_2022,Daichi Kamada,2022,Eint Frankfurt,22000000.0,22000000.0,25.0,15,2,1,1760.57,28,1907,Bundesliga,train
Daichi Kamada_2023,Daichi Kamada,2023,Eint Frankfurt,30000000.0,27000000.0,26.0,5,1,1,1737.03,30,2153,Bundesliga,train
Daichi Kamada_2024,Daichi Kamada,2024,Lazio,20000000.0,18000000.0,27.0,12,2,2,1779.99,29,1544,Serie A,val
Daichi Kamada_2025,Daichi Kamada,2025,Crystal Palace,15000000.0,12000000.0,28.0,0,0,0,1759.71,33,1530,Premier League,test
Dailon Rocha Livramento_2025,Dailon Rocha Livramento,2025,Hellas Verona,800000.0,800000.0,23.0,12,1,1,1639.84,29,940,Serie A,test
Daishawn Redan_2021,Daishawn Redan,2021,Hertha BSC,3000000.0,2200000.0,20.0,0,0,0,1654.16,6,97,Bundesliga,train
Dale Stephens_2021,Dale Stephens,2021,Burnley,4800000.0,2500000.0,31.0,38,7,3,1722.7,6,194,Premier League,train
Dale Stephens_2022,Dale Stephens,2022,Burnley,1500000.0,1000000.0,32.0,0,0,0,1690.97,3,124,Premier League,train
Daler Kuzyaev_2024,Daler Kuzyaev,2024,Le Havre,10000000.0,8000000.0,30.0,0,0,0,1477.06,30,2090,Ligue 1,val
Daler Kuzyaev_2025,Daler Kuzyaev,2025,Le Havre,6000000.0,3500000.0,31.0,72,11,2,1545.37,12,567,Ligue 1,test
Daley Blind_2023,Daley Blind,2023,Bayern Munich,7000000.0,3000000.0,32.0,0,0,0,1996.24,4,134,Bundesliga,train
Daley Blind_2024,Daley Blind,2024,Girona,3000000.0,3000000.0,33.0,0,0,0,1666.84,34,2972,La Liga,val
Daley Blind_2025,Daley Blind,2025,Girona,2000000.0,1500000.0,34.0,22,3,1,1793.73,34,2780,La Liga,test
Daley Sinkgraven_2021,Daley Sinkgraven,2021,Leverkusen,5000000.0,9000000.0,25.0,89,6,3,1794.74,19,1433,Bundesliga,train
Daley Sinkgraven_2022,Daley Sinkgraven,2022,Leverkusen,7000000.0,4000000.0,26.0,29,3,1,1734.63,11,324,Bundesliga,train
Daley Sinkgraven_2023,Daley Sinkgraven,2023,Leverkusen,3000000.0,2500000.0,27.0,0,0,0,1768.06,12,344,Bundesliga,train
Daley Sinkgraven_2024,Daley Sinkgraven,2024,Las Palmas,1500000.0,1000000.0,28.0,18,3,1,1576.27,10,374,La Liga,val
Daley Sinkgraven_2025,Daley Sinkgraven,2025,Las Palmas,700000.0,600000.0,29.0,193,15,1,1583.02,2,91,La Liga,test
Damian Kadzior_2021,Damian Kadzior,2021,Eibar,3500000.0,1700000.0,28.0,20,6,2,1686.39,6,195,La Liga,train
Damien Da Silva_2021,Damien Da Silva,2021,Rennes,4000000.0,2000000.0,32.0,12,2,1,1654.59,27,2391,Ligue 1,train
Damien Da Silva_2022,Damien Da Silva,2022,Lyon,1500000.0,1000000.0,33.0,10,1,1,1738.27,16,1036,Ligue 1,train
Damien Da Silva_2023,Damien Da Silva,2023,Lyon,600000.0,500000.0,34.0,0,0,0,1741.9,7,338,Ligue 1,train
Damien Le Tallec_2021,Damien Le Tallec,2021,Montpellier,3200000.0,1800000.0,30.0,0,0,0,1619.41,21,1056,Ligue 1,train
Damir Ceter_2022,Damir Ceter,2022,Cagliari,800000.0,600000.0,24.0,140,21,2,1588.59,1,6,Serie A,train
Damian Pizarro_2025,Damian Pizarro,2025,Udinese,6500000.0,3200000.0,19.0,61,8,2,1663.32,2,16,Serie A,test
Damian Rodriguez_2024,Damian Rodriguez,2024,Celta Vigo,200000.0,500000.0,20.0,0,0,0,1632.1,5,258,La Liga,val
Damian Rodriguez_2025,Damian Rodriguez,2025,Celta Vigo,3000000.0,3000000.0,21.0,0,0,0,1653.13,17,927,La Liga,test
Damian Suarez_2021,Damian Suarez,2021,Getafe,2500000.0,1500000.0,32.0,16,3,3,1737.7,31,2434,La Liga,train
Damian Suarez_2022,Damian Suarez,2022,Getafe,1500000.0,1500000.0,33.0,0,0,0,1669.05,35,2711,La Liga,train
Damian Suarez_2023,Damian Suarez,2023,Getafe,1500000.0,1000000.0,34.0,21,3,1,1657.46,28,1946,La Liga,train
Damian Suarez_2024,Damian Suarez,2024,Getafe,1000000.0,650000.0,35.0,21,4,2,1651.06,17,1299,La Liga,val
Dan Burn_2021,Dan Burn,2021,Brighton,5000000.0,5000000.0,28.0,0,0,0,1653.99,26,2028,Premier League,train
Dan Burn_2022,Dan Burn,2022,Brighton,3500000.0,12000000.0,29.0,77,9,3,1732.65,26,2044,Premier League,train
Dan Gosling_2022,Dan Gosling,2022,Watford,1000000.0,1000000.0,31.0,0,0,0,1673.34,4,166,Premier League,train
Dan Ndoye_2021,Dan Ndoye,2021,Nice,1300000.0,4000000.0,19.0,9,5,1,1613.74,25,519,Ligue 1,train
Dan Ndoye_2022,Dan Ndoye,2022,Nice,4000000.0,4000000.0,21.0,0,0,0,1570.67,3,205,Ligue 1,train
Dan Ndoye_2024,Dan Ndoye,2024,Bologna,8500000.0,14000000.0,22.0,41,6,1,1700.81,32,1771,Serie A,val
Dan Ndoye_2025,Dan Ndoye,2025,Bologna,22000000.0,35000000.0,23.0,62,11,5,1795.25,30,2143,Serie A,test
Dan Nlundulu_2021,Dan Nlundulu,2021,Southampton,800000.0,1500000.0,21.0,0,0,0,1717.06,12,101,Premier League,train
Dan Axel Zagadou_2021,Dan Axel Zagadou,2021,Dortmund,22000000.0,18000000.0,21.0,347,47,3,1866.96,8,270,Bundesliga,train
Dan Axel Zagadou_2022,Dan Axel Zagadou,2022,Dortmund,14000000.0,9000000.0,22.0,44,6,2,1849.65,15,952,Bundesliga,train
Dan Axel Zagadou_2023,Dan Axel Zagadou,2023,Stuttgart,5000000.0,2500000.0,23.0,47,7,4,1613.48,17,1271,Bundesliga,train
Dan Axel Zagadou_2024,Dan Axel Zagadou,2024,Stuttgart,5500000.0,10000000.0,24.0,152,16,1,1628.82,18,1448,Bundesliga,val
Dan Axel Zagadou_2025,Dan Axel Zagadou,2025,Stuttgart,6000000.0,2000000.0,25.0,294,44,2,1791.27,2,29,Bundesliga,test
Dane Scarlett_2021,Dane Scarlett,2021,Tottenham,250000.0,250000.0,16.0,0,0,0,1829.83,1,1,Premier League,train
Dane Scarlett_2024,Dane Scarlett,2024,Tottenham,1800000.0,1800000.0,19.0,0,0,0,1832.72,4,22,Premier League,val
Dane Scarlett_2025,Dane Scarlett,2025,Tottenham,1500000.0,2000000.0,20.0,89,14,1,1775.76,3,34,Premier League,test
Dango Ouattara_2022,Dango Ouattara,2022,Lorient,500000.0,900000.0,19.0,8,2,1,1545.44,23,798,Ligue 1,train
Dango Ouattara_2023,Dango Ouattara,2023,Lorient,7000000.0,25000000.0,20.0,0,0,0,1524.39,72,5422,Ligue 1,train
Dango Ouattara_2024,Dango Ouattara,2024,Bournemouth,20000000.0,20000000.0,21.0,73,14,2,1659.03,26,1084,Premier League,val
Dango Ouattara_2025,Dango Ouattara,2025,Bournemouth,20000000.0,28000000.0,22.0,131,9,3,1691.12,30,1897,Premier League,test
Dani Alves_2022,Dani Alves,2022,Barcelona,1000000.0,1000000.0,38.0,8,1,1,1832.4,14,1098,La Liga,train
Dani Calvo_2021,Dani Calvo,2021,Elche,1000000.0,1500000.0,26.0,0,0,0,1562.23,23,1779,La Liga,train
Daniel Carvajal_2021,Daniel Carvajal,2021,Real Madrid,40000000.0,30000000.0,28.0,274,53,5,1919.93,13,950,La Liga,train
Daniel Carvajal_2022,Daniel Carvajal,2022,Real Madrid,25000000.0,18000000.0,29.0,80,16,4,1942.88,24,1551,La Liga,train
Daniel Carvajal_2023,Daniel Carvajal,2023,Real Madrid,18000000.0,12000000.0,30.0,21,5,2,1985.08,27,1784,La Liga,train
Daniel Carvajal_2024,Daniel Carvajal,2024,Real Madrid,12000000.0,12000000.0,31.0,8,2,1,1906.47,28,2171,La Liga,val
Daniel Carvajal_2025,Daniel Carvajal,2025,Real Madrid,10000000.0,8000000.0,32.0,267,53,2,1997.41,8,609,La Liga,test
Dani Ceballos_2021,Dani Ceballos,2021,Arsenal,32000000.0,27000000.0,24.0,25,5,2,1799.52,24,1525,Premier League,train
Dani Ceballos_2022,Dani Ceballos,2022,Real Madrid,20000000.0,14000000.0,25.0,166,38,3,1956.85,11,276,La Liga,train
Dani Ceballos_2023,Dani Ceballos,2023,Real Madrid,9000000.0,12000000.0,26.0,21,6,1,1983.04,30,1564,La Liga,train
Dani Ceballos_2024,Dani Ceballos,2024,Real Madrid,9000000.0,6000000.0,27.0,48,3,1,1919.12,20,598,La Liga,val
Dani Ceballos_2025,Dani Ceballos,2025,Real Madrid,4000000.0,10000000.0,28.0,87,15,2,1997.41,23,1215,La Liga,test
Dani Escriche_2021,Dani Escriche,2021,Huesca,700000.0,1000000.0,22.0,0,0,0,1601.19,23,857,La Liga,train
Dani Garcia_2021,Dani Garcia,2021,Athletic Club,4000000.0,3000000.0,30.0,0,0,0,1722.37,27,1920,La Liga,train
Dani Garcia_2022,Dani Garcia,2022,Athletic Club,3000000.0,3000000.0,31.0,29,3,1,1709.68,32,2177,La Liga,train
Dani Garcia_2023,Dani Garcia,2023,Athletic Club,2000000.0,2000000.0,32.0,65,7,2,1739.26,25,1485,La Liga,train
Dani Garcia_2024,Dani Garcia,2024,Athletic Club,2000000.0,1800000.0,33.0,91,14,2,1689.91,17,745,La Liga,val
Dani Gomez_2021,Dani Gomez,2021,Levante,1500000.0,1500000.0,22.0,0,0,0,1700.5,34,1666,La Liga,train
Dani Gomez_2022,Dani Gomez,2022,Levante,1500000.0,2500000.0,23.0,27,2,1,1664.71,28,1063,La Liga,train
Dani Gomez_2023,Dani Gomez,2023,Espanyol,2000000.0,1500000.0,24.0,0,0,0,1650.83,8,88,La Liga,train
Dani Gomez_2025,Dani Gomez,2025,Valencia,1000000.0,1000000.0,26.0,0,0,0,1663.42,14,532,La Liga,test
Dani Olmo_2021,Dani Olmo,2021,RB Leipzig,33000000.0,45000000.0,22.0,0,0,0,1849.34,28,1980,Bundesliga,train
Dani Olmo_2022,Dani Olmo,2022,RB Leipzig,50000000.0,40000000.0,23.0,99,19,4,1805.98,16,606,Bundesliga,train
Dani Olmo_2023,Dani Olmo,2023,RB Leipzig,40000000.0,40000000.0,24.0,86,20,2,1811.47,22,1196,Bundesliga,train
Dani Olmo_2024,Dani Olmo,2024,RB Leipzig,50000000.0,50000000.0,25.0,114,25,3,1825.38,19,1352,Bundesliga,val
Dani Olmo_2025,Dani Olmo,2025,Barcelona,60000000.0,60000000.0,26.0,71,20,3,1882.09,25,1212,La Liga,test
Dani Plomer_2021,Dani Plomer,2021,Granada,50000.0,100000.0,21.0,0,0,0,1755.56,1,45,La Liga,train
Dani Raba_2021,Dani Raba,2021,Villarreal,1000000.0,900000.0,24.0,0,0,0,1792.77,5,150,La Liga,train
Dani Raba_2022,Dani Raba,2022,Villarreal,900000.0,900000.0,26.0,0,0,0,1823.54,18,230,La Liga,train
Dani Raba_2025,Dani Raba,2025,Leganés,1800000.0,2500000.0,29.0,0,0,0,1566.74,29,1879,La Liga,test
Dani De Wit_2025,Dani De Wit,2025,Bochum,4000000.0,2500000.0,26.0,0,0,0,1596.98,26,1128,Bundesliga,test
Daniel Amartey_2021,Daniel Amartey,2021,Leicester City,3500000.0,5000000.0,25.0,76,19,1,1766.49,13,722,Premier League,train
Daniel Amartey_2022,Daniel Amartey,2022,Leicester City,5000000.0,10000000.0,27.0,0,0,0,1801.9,27,2033,Premier League,train
Daniel Amartey_2023,Daniel Amartey,2023,Leicester City,15000000.0,12000000.0,27.0,0,0,0,1779.34,19,1520,Premier League,train
Daniel Bessa_2021,Daniel Bessa,2021,Hellas Verona,2700000.0,2500000.0,27.0,0,0,0,1611.33,18,615,Serie A,train
Daniel Bessa_2022,Daniel Bessa,2022,Hellas Verona,2500000.0,2500000.0,28.0,11,2,1,1574.75,24,768,Serie A,train
Daniel Boloca_2024,Daniel Boloca,2024,Sassuolo,8000000.0,7000000.0,24.0,6,1,1,1649.59,30,2022,Serie A,val
Daniel Brosinski_2021,Daniel Brosinski,2021,Mainz 05,1300000.0,800000.0,32.0,0,0,0,1658.16,19,1270,Bundesliga,train
Daniel Brosinski_2022,Daniel Brosinski,2022,Mainz 05,600000.0,500000.0,33.0,0,0,0,1685.46,10,385,Bundesliga,train
Daniel Caligiuri_2021,Daniel Caligiuri,2021,Augsburg,3000000.0,2000000.0,32.0,0,0,0,1610.94,29,2309,Bundesliga,train
Daniel Caligiuri_2022,Daniel Caligiuri,2022,Augsburg,1500000.0,800000.0,33.0,19,2,2,1595.59,24,1698,Bundesliga,train
Daniel Caligiuri_2023,Daniel Caligiuri,2023,Augsburg,600000.0,600000.0,34.0,0,0,0,1616.25,11,219,Bundesliga,train
Dan Chesters_2022,Dan Chesters,2022,West Ham,250000.0,250000.0,19.0,0,0,0,1816.47,1,1,Premier League,train
Daniel Ciofani_2023,Daniel Ciofani,2023,Cremonese,200000.0,200000.0,37.0,18,3,1,1475.32,32,1060,Serie A,train
Daniel Congre_2021,Daniel Congre,2021,Montpellier,500000.0,500000.0,35.0,0,0,0,1619.41,34,2932,Ligue 1,train
Daniel Didavi_2021,Daniel Didavi,2021,Stuttgart,1800000.0,1800000.0,30.0,47,5,5,1571.67,20,838,Bundesliga,train
Daniel Didavi_2022,Daniel Didavi,2022,Stuttgart,1300000.0,500000.0,31.0,84,12,5,1644.2,9,187,Bundesliga,train
Dani Diaz_2025,Dani Diaz,2025,Real Sociedad,300000.0,300000.0,18.0,0,0,0,1695.49,1,10,La Liga,test
Daniel Fila_2025,Daniel Fila,2025,Venezia,1200000.0,3000000.0,22.0,72,16,1,1566.23,10,492,Serie A,test
Daniel Ginczek_2021,Daniel Ginczek,2021,Wolfsburg,7000000.0,2000000.0,29.0,29,3,1,1713.19,10,192,Bundesliga,train
Daniel Ginczek_2022,Daniel Ginczek,2022,Wolfsburg,1200000.0,900000.0,30.0,45,6,3,1777.27,2,13,Bundesliga,train
Daniel Gore_2024,Daniel Gore,2024,Manchester Utd,600000.0,900000.0,19.0,177,20,1,1794.65,1,1,Premier League,val
Daniel James_2021,Daniel James,2021,Manchester Utd,19000000.0,18000000.0,22.0,30,6,3,1860.73,13,748,Premier League,train
Daniel James_2022,Daniel James,2022,Manchester Utd,18000000.0,18000000.0,24.0,0,0,0,1925.87,64,4724,Premier League,train
Daniel James_2023,Daniel James,2023,Leeds United,16000000.0,12000000.0,24.0,15,5,1,1703.28,44,1474,Premier League,train
Daniel Jebbison_2021,Daniel Jebbison,2021,Sheffield Utd,1000000.0,1000000.0,17.0,0,0,0,1618.85,3,194,Premier League,train
Daniel Jebbison_2024,Daniel Jebbison,2024,Sheffield Utd,1000000.0,1000000.0,20.0,0,0,0,1522.76,1,21,Premier League,val
Daniel Jebbison_2025,Daniel Jebbison,2025,Bournemouth,1200000.0,4000000.0,21.0,0,0,0,1691.12,14,104,Premier League,test
Daniel Kofi Kyereh_2023,Daniel Kofi Kyereh,2023,Freiburg,5000000.0,8000000.0,26.0,169,29,4,1718.67,12,559,Bundesliga,train
Daniel Luna_2025,Daniel Luna,2025,Mallorca,300000.0,500000.0,21.0,0,0,0,1656.79,2,20,La Liga,test
Daniel Maldini_2021,Daniel Maldini,2021,Milan,800000.0,800000.0,19.0,81,20,1,1777.5,5,29,Serie A,train
Daniel Maldini_2022,Daniel Maldini,2022,Milan,2000000.0,2000000.0,20.0,10,3,3,1802.77,8,148,Serie A,train
Daniel Maldini_2023,Daniel Maldini,2023,Spezia,2000000.0,3000000.0,21.0,72,14,3,1527.09,18,628,Serie A,train
Daniel Maldini_2024,Daniel Maldini,2024,Empoli,3000000.0,4500000.0,22.0,106,17,2,1594.07,36,1192,Serie A,val
Daniel Maldini_2025,Daniel Maldini,2025,Monza,6000000.0,10000000.0,23.0,27,7,3,1664.86,60,3128,Serie A,test
Daniel Mosquera_2025,Daniel Mosquera,2025,Hellas Verona,1500000.0,1500000.0,24.0,7,1,1,1639.84,35,1375,Serie A,test
Daniel Oyegoke_2025,Daniel Oyegoke,2025,Hellas Verona,400000.0,500000.0,21.0,38,1,1,1606.56,5,103,Serie A,test
Dani Parejo_2021,Dani Parejo,2021,Villarreal,20000000.0,10000000.0,31.0,17,4,1,1773.21,36,3112,La Liga,train
Dani Parejo_2022,Dani Parejo,2022,Villarreal,9000000.0,9000000.0,32.0,0,0,0,1810.68,33,2704,La Liga,train
Dani Parejo_2023,Dani Parejo,2023,Villarreal,7000000.0,6000000.0,33.0,0,0,0,1840.42,37,3285,La Liga,train
Dani Parejo_2024,Dani Parejo,2024,Villarreal,4000000.0,2500000.0,34.0,22,3,1,1771.6,33,2580,La Liga,val
Dani Parejo_2025,Dani Parejo,2025,Villarreal,2000000.0,1500000.0,35.0,0,0,0,1742.1,36,2273,La Liga,test
Daniel Podence_2021,Daniel Podence,2021,Wolves,17000000.0,25000000.0,24.0,201,19,4,1778.45,23,1594,Premier League,train
Daniel Podence_2022,Daniel Podence,2022,Wolves,22000000.0,20000000.0,26.0,53,8,2,1732.68,26,1484,Premier League,train
Daniel Podence_2023,Daniel Podence,2023,Wolves,20000000.0,20000000.0,27.0,5,1,1,1725.12,30,1695,Premier League,train
Daniel Podence_2025,Daniel Podence,2025,Wolves,7000000.0,5500000.0,29.0,0,0,0,1677.86,2,48,Premier League,test
Dani Requena_2025,Dani Requena,2025,Villarreal,400000.0,400000.0,20.0,0,0,0,1769.85,1,10,La Liga,test
Daniel Svensson_2025,Daniel Svensson,2025,Dortmund,5500000.0,12000000.0,22.0,22,3,1,1759.67,11,764,Bundesliga,test
Dani Villahermosa_2022,Dani Villahermosa,2022,Espanyol,200000.0,250000.0,20.0,0,0,0,1647.87,1,23,La Liga,train
Dani Vivian_2022,Dani Vivian,2022,Athletic Club,7500000.0,12000000.0,22.0,71,12,2,1709.68,24,1986,La Liga,train
Dani Vivian_2023,Dani Vivian,2023,Athletic Club,15000000.0,14000000.0,23.0,27,5,1,1739.26,29,2376,La Liga,train
Dani Vivian_2024,Dani Vivian,2024,Athletic Club,15000000.0,25000000.0,24.0,17,3,2,1696.7,33,2878,La Liga,val
Dani Vivian_2025,Dani Vivian,2025,Athletic Club,30000000.0,40000000.0,25.0,31,5,1,1764.15,32,2608,La Liga,test
Daniel Wass_2021,Daniel Wass,2021,Valencia,7500000.0,7000000.0,31.0,0,0,0,1735.55,35,2979,La Liga,train
